x,y
5.341989,1.905649
2.4385004,0.5139815
3.7083488,2.7876604
12.300618,4.5112243
6.1373653,1.6408083
9.13013,2.9876487
3.628206,2.6935134
8.796977,3.4505372
9.98693,2.320252
3.0983768,1.7854279
13.010346,3.6853366
6.3036475,1.7677962
10.956922,3.3861547
8.370614,3.9006112
10.087172,2.34381
5.1855516,2.087143
4.510936,2.868283
12.913368,3.8264546
14.760287,3.5159435
4.9681153,2.362762
5.248932,2.0108912
3.2714078,2.1234405
12.687732,4.1364374
11.746387,4.4758377
12.828652,3.947212
5.084953,2.2131865
13.529497,3.0189369
13.918597,2.8071058
6.4277735,1.9017067
10.876574,3.250487
4.4785457,2.8935611
11.807139,4.5160494
2.7317958,1.040908
8.842935,3.3887482
13.271257,3.316919
5.388548,1.8567588
12.764702,4.035336
2.0061579,0.004481926
15.612298,4.7848315
6.6788797,2.256311
11.077956,3.5917673
13.889641,2.8109252
4.053279,3.0155895
11.179426,3.760899
11.914163,4.5655293
7.4949856,3.6074412
9.988387,2.3204181
2.1345377,0.11617118
15.636331,4.8080554
1.169753,-0.03729486
1.4125423,-0.10531487
9.117486,3.0051355
12.360735,4.4714017
4.850795,2.5104525
1.8554971,-0.08254367
6.0870285,1.6150676
9.697438,2.388431
12.09193,4.5855646
8.880862,3.336751
7.797392,3.912774
3.4413593,2.4220462
3.04622,1.6795585
9.412472,2.6310527
9.757593,2.3581471
4.5227976,2.8585525
13.776422,2.8451674
15.890952,4.9754987
5.3325624,1.915878
7.188948,3.1382413
6.604937,2.1420515
9.5116825,2.529738
3.036467,1.6596447
15.633729,4.8055987
13.267962,3.32128
6.0519967,1.600745
8.543373,3.7521334
4.761192,2.6177058
10.088219,2.3441856
3.003951,1.5930676
1.4695843,-0.1171213
12.721559,4.092766
12.784638,4.0082135
14.120232,2.8374727
9.78131,2.3484516
7.44434,3.5388064
2.1065643,0.08886916
7.9365077,3.983535
6.1172504,1.6297959
1.5889977,-0.13062133
10.566477,2.77187
7.134471,3.044466
2.0971777,0.080077074
1.1394382,-0.028959254
1.2932011,-0.073502496
7.9004025,3.9697132
4.1685424,3.024702
14.472785,3.118591
1.2344875,-0.0561477
7.941073,3.985053
7.502507,3.6172588
1.3125275,-0.0790872
13.726534,2.8697462
4.268873,3.0059855
15.348475,4.460478
5.505195,1.7479401
3.2979279,2.172648
5.4067717,1.8384101
12.525213,4.3253183
15.632194,4.8041425
15.538959,4.706846
9.727697,2.3721893
8.672588,3.608386
4.8736153,2.4822154
4.6568255,2.732674
5.7098765,1.6155173
14.950875,3.8250694
4.8590126,2.50032
13.3013935,3.2775655
2.501739,0.61775875
11.153256,3.7178087
3.8226435,2.8960145
3.12806,1.8450706
7.4513993,3.5486293
11.749864,4.4783697
2.5412939,0.6857774
11.671485,4.4147015
11.526919,4.2633004
4.1092362,3.0241852
2.9658926,1.5149162
1.3648773,-0.09350837
5.0411954,2.2691014
15.1676,4.1831555
5.1649113,2.1125891
3.055945,1.6993837
14.402196,3.0412323
12.041953,4.5878267
11.689226,4.4303036
8.781753,3.4706557
6.5428734,2.0520048
4.584208,2.8043432
1.0278426,-0.0041017733
11.077664,3.5912745
15.701968,4.8652797
5.984443,1.5815157
9.048645,3.1013644
10.381096,2.5497751
2.1647625,0.14751299
8.210841,3.9831865
3.3144372,2.2028418
3.3984933,2.350764
5.46687,1.7813473
8.846155,3.3843641
13.380753,3.179027
7.7929406,3.909739
9.807101,2.3393826
13.384974,3.174015
2.8096848,1.1958948
13.376835,3.1837008
15.802945,4.9345975
4.179687,3.0238256
3.288973,2.1561272
9.275404,2.7941742
3.4675586,2.4640913
1.5463291,-0.12780109
2.667777,0.9171496
11.992938,4.5840516
12.541203,4.308498
5.1696143,2.1067681
4.5386577,2.8451576
11.291148,3.938678
8.854817,3.3725436
9.465011,2.575409
1.361345,-0.09257672
15.359982,4.476907
1.5055602,-0.122955166
1.8675753,-0.07727693
9.93737,2.3176994
3.994466,2.9979649
8.56003,3.735004
13.944287,2.8054292
6.6095057,2.1489017
11.83727,4.532772
12.7474785,4.0584793
8.830455,3.405672
10.272294,2.4507718
2.2416496,0.23574133
12.233626,4.546196
8.577003,3.7170942
5.4944124,1.7570918
3.2584443,2.0990872
11.102387,3.6329353
8.469949,3.8220384
11.526816,4.2631783
2.6588159,0.90014255
7.0256295,2.8528755
14.446003,3.08813
1.5022914,-0.12248263
11.017894,3.4898798
8.876711,3.3424785
6.544094,2.053719
9.229477,2.8535423
14.754184,3.5064485
15.8282585,4.9482627
14.961947,3.843489
5.9407554,1.5749735
7.8188086,3.9267187
3.0134628,1.6125678
9.982134,2.319742
4.0477705,3.0143135
2.2771282,0.28047696
7.065707,2.9238634
10.466507,2.6443954
15.147228,4.1501923
5.415145,1.8301369
13.306883,3.270504
15.316984,4.414658
12.797334,3.9907682
14.196671,2.8748212
15.837247,4.9527483
12.74836,4.057303
5.862132,1.5747836
4.691298,2.696114
13.515786,3.0321515
14.041742,2.813799
5.2775097,1.9776208
5.2720366,1.9839326
13.820566,2.8282034
12.40391,4.438115
8.553455,3.7418187
12.325753,4.495521
7.20179,3.160045
5.749481,1.5998645
13.1126175,3.536906
10.462249,2.6393504
14.13562,2.8438687
8.809028,3.434483
13.749752,2.857603
13.21472,3.3931518
11.515275,4.249345
9.607201,2.4485028
12.855408,3.909481
3.294117,2.1656291
4.9958405,2.3272612
9.217461,2.8693867
12.898956,3.8472362
14.516831,3.171488
14.914942,3.7654753
1.0786599,-0.01400448
1.0740042,-0.012984255
13.664473,2.9080608
1.5844878,-0.13043943
12.40721,4.435415
13.034583,3.6499763
12.290193,4.51733
10.149847,2.3709602
12.873198,3.8841648
13.628089,2.9343557
3.9184468,2.9620879
4.882646,2.47096
5.3097596,1.9410502
12.37678,4.4594774
12.154449,4.574127
9.259383,2.8146572
13.435675,3.1158228
7.912464,3.9746888
6.716787,2.3174307
2.9047587,1.3893712
11.720255,4.4559298
15.767981,4.9132442
3.5112824,2.531525
13.652723,2.9162493
7.772655,3.8953176
7.016569,2.8367894
5.4891853,1.7615987
6.912118,2.651521
12.55979,4.2884192
4.8115244,2.5582447
12.993868,3.7093909
7.701864,3.8375397
15.7411,4.894904
4.3739853,2.9613025
11.80094,4.5123415
1.2683021,-0.066183716
5.014561,2.3032527
10.316285,2.4877484
4.3283334,2.9837372
1.6336858,-0.13084143
14.663038,3.3691843
5.46387,1.7840637
7.2975206,3.3179235
9.077066,3.0614662
8.813887,3.4279773
6.360374,1.8250985
3.3886433,2.333968
1.6830308,-0.12752867
7.2370152,3.2191558
4.5304537,2.852141
7.845064,3.942316
8.98709,3.1881313
3.8370428,2.9074125
1.0482079,-0.007727547
13.379142,3.1809454
1.363243,-0.09307816
15.269717,4.3437114
11.092191,3.6157796
3.3469267,2.2612133
7.2442617,3.2311795
7.398664,3.4733508
5.600751,1.6759106
9.96338,2.3182893
11.878722,4.552217
3.84382,2.9125988
4.782264,2.5930831
13.94506,2.8054037
6.544319,2.054036
13.942031,2.8055117
10.711175,2.9827633
13.339955,3.2287014
15.680541,4.847619
13.544803,3.0045888
4.455642,2.9102535
3.565533,2.6101418
5.0694876,2.2329056
4.0819254,3.0209808
2.0205288,0.015252778
6.787523,2.4352887
1.6132642,-0.1311045
8.546087,3.7493734
9.791711,2.3446085
11.87423,4.5503106
3.1567483,1.9021786
13.932075,2.806025
2.6560695,0.8949471
14.538924,3.1992695
5.8972206,1.5730392
4.462021,2.9057055
2.1544003,0.13655335
7.9415455,3.9852073
9.968954,2.318631
12.429317,4.416775
8.45146,3.8381155
3.1426575,1.8742003
12.883155,3.8699248
11.888871,4.556343
3.0101464,1.6057707
13.448687,3.101515
14.841388,3.644976
15.149905,4.1545367
3.3739338,2.3086083
3.996471,2.998711
10.128803,2.3607898
9.830342,2.3325424
4.0764475,3.020111
14.522418,3.1784358
8.525911,3.7696025
1.7842644,-0.10779924
3.1271217,1.8431933
11.653854,4.398524
8.265603,3.9613438
5.647535,1.6470107
5.0435433,2.2660935
11.411674,4.1149583
15.884296,4.9730587
6.941183,2.7029235
8.638257,3.648877
7.5029235,3.6177993
3.0313582,1.6492018
11.584999,4.3291297
2.4978063,0.6111225
11.96594,4.579431
12.471987,4.3781466
4.5010996,2.876162
15.491294,4.6507564
8.62967,3.6587608
7.1845255,3.130703
6.935089,2.6921291
7.5910573,3.7249818
6.781303,2.4247508
8.264672,3.961773
8.488564,3.805215
8.295544,3.9464993
10.745694,3.0367627
12.907226,3.8353212
1.4141153,-0.105677284
15.291846,4.377232
12.828829,3.946965
10.717111,2.9919634
13.735151,2.865098
10.667359,2.9160736
10.506526,2.693392
5.4259553,1.8196056
2.963453,1.509903
9.337461,2.717425
12.667597,4.1618056
12.980018,3.7296038
10.046932,2.3313994
11.052709,3.5490274
2.4938989,0.6045521
14.931721,3.7932606
1.8908149,-0.06632046
14.00765,2.8082151
4.5764127,2.8115668
10.603776,2.8235297
3.9533448,2.9803896
4.6694083,2.7195053
8.324027,3.9305236
8.292462,3.9481196
4.659789,2.7295914
11.809121,4.5172157
9.601808,2.4526231
6.4273024,1.9011403
9.390263,2.6558232
12.827709,3.9485345
1.7976842,-0.10378651
11.820842,4.523923
7.9227085,3.9786327
15.767477,4.9129157
1.103745,-0.019835027
2.2788298,0.28268495
12.8728895,3.884605
3.2365792,2.057593
6.0132365,1.5883578
8.334535,3.9241817
12.198852,4.560286
3.8707936,2.9321043
3.778311,2.8577204
14.703802,3.4294565
5.17147,2.1044745
14.880151,3.708168
12.287147,4.5190682
1.7760727,-0.110082574
13.564306,2.9869356
14.662501,3.3684037
10.828457,3.1705456
11.698585,4.4382567
7.220357,3.1913357
10.021374,2.325572
11.611271,4.3567505
1.3956283,-0.101301126
5.2225738,2.0422218
5.4495373,1.7972383
9.242338,2.8367212
15.140521,4.1392856
13.958402,2.8051958
7.9359627,3.9833503
7.691222,3.827875
4.141435,3.0255532
3.350961,2.26836
8.11091,4.0047264
8.131744,4.0022283
3.6660917,2.7398164
3.1506765,1.89014
7.4568925,3.5562167
2.2469773,0.24229959
14.172369,2.86144
7.1703596,3.1064632
3.279804,2.13911
3.7720017,2.851881
1.1632853,-0.03548
9.159289,2.9476268
10.382597,2.5513148
12.745969,4.060495
6.7643466,2.3961828
3.8647177,2.9278696
1.3495061,-0.089405425
2.2952034,0.30422038
5.956516,1.5768006
12.111758,4.5829673
7.825116,3.9306169
9.5904,2.4615297
13.319491,3.2544136
8.56888,3.7257211
12.124272,4.580834
13.083585,3.5787675
7.176389,3.116798
11.954265,4.576874
11.416655,4.1218147
15.781421,4.9217896
12.372625,4.4626155
3.7492764,2.8300562
15.105021,4.0811763
12.504265,4.346702
13.821111,2.8280225
9.230889,2.8516881
2.188523,0.17348506
3.089013,1.7665124
4.5648756,2.8220797
3.851792,2.9185529
15.290795,4.375652
6.893079,2.617986
6.4286113,1.902715
6.204171,1.684227
2.7140734,1.0062754
3.891083,2.9455721
4.823049,2.5443342
8.545632,3.7498364
12.020466,4.586904
4.127945,3.025296
8.4001465,3.879296
1.7215719,-0.12214917
13.826917,2.8261392
3.1381898,1.8652999
11.1397505,3.6954064
15.911383,4.9823146
13.097344,3.5588899
14.786053,3.5563881
3.2897236,2.1575158
12.182314,4.5659895
10.183642,2.3895001
6.6279316,2.176823
12.059679,4.587729
3.062883,1.713506
1.1233293,-0.024734825
6.29477,1.7594475
10.042763,2.3303394
15.890277,4.9752564
8.236713,3.9737332
13.424374,3.1284623
4.283142,3.001384
12.7581835,4.044127
11.251325,3.8766274
7.029823,2.8603165
3.2560115,2.0944958
8.481095,3.8120403
5.706303,1.6170988
10.720298,2.9969177
14.200548,2.8770847
6.9580846,2.7328975
4.137971,3.0255306
14.731929,3.472123
2.795144,1.1666602
15.502614,4.6644444
10.320512,2.4915237
9.359612,2.691136
11.4839735,4.2106333
9.991028,2.3207324
10.430903,2.60325
5.2969294,1.9554684
6.8699093,2.5773642
4.857565,2.502108
8.761953,3.496522
2.980422,1.5447682
7.549595,3.676392
1.0643362,-0.010933198
1.554328,-0.12851259
6.1042604,1.6231971
3.5031004,2.5191743
7.230743,3.2087104
13.713491,2.877097
1.3201112,-0.08124728
4.863996,2.494155
12.169251,4.5700355
14.808546,3.5921352
8.611861,3.678936
3.2591703,2.1004562
5.1574316,2.1218727
1.133615,-0.02741368
13.194658,3.4208555
1.5553331,-0.1285962
10.569856,2.776464
11.367094,4.0519934
6.864817,2.568469
15.774842,4.9176593
2.1053407,0.08771239
4.2338667,3.0152557
4.6837654,2.704231
2.6026666,0.7955992
9.237793,2.842649
6.762053,2.3923373
4.6365633,2.7534328
11.600809,4.3459167
4.1738067,3.024326
14.930255,3.7908313
14.75413,3.5063653
6.304139,1.7682636
13.788302,2.8401546
9.670397,2.4046352
9.776857,2.3501737
10.183653,2.3895063
14.240987,2.9027724
5.1890087,2.0829072
1.5001974,-0.12217366
6.3537154,1.8180244
12.807241,3.9770672
13.831847,2.8246028
3.7093365,2.78873
13.77716,2.8448467
11.934021,4.5716424
8.686218,3.5918996
13.053325,3.6226807
2.3980536,0.45105362
15.205741,4.244125
12.779032,4.0158753
12.552616,4.296234
8.372375,3.8993907
14.13901,2.8453546
11.750426,4.478777
13.708276,2.8801425
10.691689,2.9528332
3.8460166,2.9142551
9.947069,2.317726
4.7046614,2.6815453
5.1815796,2.0920188
13.024388,3.6648438
2.1352613,0.11689911
14.760351,3.516044
15.285994,4.368417
7.77683,3.8983648
11.062308,3.5652976
15.357547,4.4734454
4.8573127,2.5024192
9.968683,2.3186126
8.123898,4.0032935
1.1097308,-0.021302773
8.30299,3.9424956
4.875963,2.4792936
5.9249873,1.573746
1.986852,-0.009302295
15.292782,4.3786383
2.1864188,0.17113766
9.229035,2.8541222
14.104453,2.831509
12.954215,3.7672064
1.2846644,-0.071005784
14.281184,2.9320102
14.438081,3.0793757
2.653976,0.89099187
14.549971,3.2134614
15.368829,4.48942
13.667411,2.906059
1.1274071,-0.025788777
5.164524,2.1130686
2.1364696,0.11811742
3.1204782,1.8298862
10.093101,2.345972
7.0829644,2.9543052
9.668556,2.4057946
4.5929427,2.7961364
8.85889,3.366971
4.375348,2.9605637
7.431412,3.5206084
12.223756,4.550482
1.8433114,-0.087563805
1.724527,-0.12163115
6.3126826,1.7764673
11.667919,4.4114833
6.9765334,2.7656572
7.420742,3.505391
2.4985466,0.6123698
1.9842681,-0.011087774
5.816174,1.5814708
6.097232,1.6197952
12.723784,4.0898495
5.9799805,1.5806352
2.364756,0.40139022
15.250448,4.3141136
15.3394985,4.447542
3.6240792,2.6882796
12.356368,4.474554
6.870338,2.5781136
14.15935,2.8548465
12.459593,4.3897195
3.2532039,2.0891893
1.8190391,-0.09669495
5.2430644,2.0178146
2.3760026,0.4179426
5.936169,1.5745546
2.663543,0.90910316
6.45423,1.934171
13.442053,3.1087763
7.4909577,3.6021428
9.289773,2.7760248
4.0560417,3.0162003
3.0500011,1.6872704
9.853559,2.3269851
9.606914,2.448721
5.8505692,1.5759988
12.856275,3.9082518
11.822617,4.5249095
4.824712,2.5423188
3.815103,2.8898413
15.68202,4.8488703
9.292895,2.7721097
12.15615,4.5736837
8.447666,3.841334
12.4268465,4.418906
7.0013695,2.8097887
13.501903,3.045874
9.11288,3.0115242
9.912606,2.3186722
15.753479,4.9035554
12.957507,3.762415
6.7794394,2.4215996
15.035413,3.96589
11.699839,4.4393077
12.2881155,4.5185175
6.3527317,1.816987
11.839074,4.533705
13.008526,3.687993
7.336663,3.3796465
3.1064312,1.8016622
2.5989294,0.7887725
3.557698,2.5991473
4.626631,2.7634003
5.8271365,1.5794264
13.457788,3.0916672
14.966397,3.8508964
13.945668,2.8053846
14.97001,3.8569126
14.183773,2.8675463
15.974161,4.996845
9.4723215,2.5680132
9.075112,3.0642028
10.804758,3.1316946
2.8763933,1.3313174
2.9828293,1.5497133
15.407344,4.5426245
12.724782,4.088539
11.196622,3.788957
13.36338,3.199911
11.810031,4.5177484
1.4309254,-0.10942797
11.572104,4.315072
5.3298016,1.9188942
4.6352015,2.7548075
2.079744,0.06424105
1.5131425,-0.124004856
14.365512,3.0048804
8.304394,3.9417272
4.0761266,3.0200577
7.998661,3.9997563
13.775757,2.8454576
1.8768663,-0.07302707
6.8388886,2.5233812
13.819173,2.828669
12.722202,4.0919237
10.041668,2.3300683
15.485972,4.644245
12.406807,4.4357457
6.6937795,2.2801466
5.47401,1.7749401
7.30376,3.3278844
7.431183,3.5202837
2.5797846,0.75407636
2.8772252,1.3330172
3.8108277,2.8862789
14.926274,3.7842329
4.0971603,3.0230007
3.2797086,2.138933
14.538882,3.1992161
8.240721,3.9721296
2.3780231,0.42094064
8.136355,4.001532
8.295283,3.9466367
14.361722,3.0012813
6.417709,1.8897028
1.6004977,-0.13095567
1.8789119,-0.072068125
8.286934,3.9509745
11.301732,3.9548855
11.203866,3.800712
3.22934,2.0437443
7.7628703,3.888017
14.079085,2.823188
9.837207,2.330766
15.671164,4.8395762
10.712832,2.9853292
7.8121347,3.9224904
9.140462,2.9734159
8.11678,4.00413
5.5216417,1.7343658
3.8349545,2.905791
11.918357,4.566901
14.57073,3.2406547
10.872965,3.2444484
4.466858,2.9022043
5.7251697,1.6090637
6.224777,1.69971
12.090834,4.58568
14.013326,2.8089466
2.7503026,1.0773457
10.800547,3.124832
8.496444,3.7979052
12.9385,3.7900512
14.675545,3.3874671
4.1284204,3.025313
5.0909443,2.2055638
13.876538,2.813322
3.167331,1.9230943
7.02203,2.846486
7.854238,3.9473739
7.3294735,3.36845
4.705567,2.6805506
3.7389586,2.8197403
10.159118,2.3757763
10.369158,2.5376937
14.17384,2.8622103
2.8982923,1.37612
1.0203806,-0.0029009245
8.837673,3.3958952
13.430135,3.1219943
7.7007217,3.8365145
5.326178,1.9228657
15.796393,4.9308143
11.512884,4.2464495
13.1941805,3.4215198
2.7776778,1.1317116
2.4590366,0.5469823
12.854344,3.910989
9.251284,2.8251076
5.782341,1.5895337
11.38833,4.0823426
15.730261,4.8870425
14.222428,2.8905144
14.157509,2.8539467
1.0618781,-0.01042675
9.783212,2.3477306
14.587194,3.2626927
15.657741,4.8277345
10.773715,3.0814345
2.3513012,0.38188908
15.049339,3.989053
4.057747,3.0165677
13.840166,2.8221414
9.833515,2.3317075
4.7096395,2.6760643
15.203007,4.2397904
10.216281,2.4099548
1.6709023,-0.1287055
12.886932,3.8645103
9.770108,2.3528707
8.600479,3.6915934
1.3448094,-0.08812767
10.245039,2.4300199
10.516255,2.7057257
6.03447,1.5946927
6.5489945,2.060625
8.762881,3.4953182
9.469292,2.5710676
9.1857,2.9118114
5.291077,1.9621036
7.1184716,3.0165899
15.707388,4.8695865
13.765173,2.850214
15.297067,4.3850636
13.4082,3.1468863
11.113651,3.6518373
11.233609,3.848523
12.365755,4.467728
6.1938176,1.6768165
11.033331,3.516128
5.7011514,1.6194272
9.721171,2.3755212
11.647194,4.392239
12.495457,4.355467
1.1900433,-0.04309127
13.754008,2.8555095
1.942092,-0.03825433
9.050001,3.0994568
12.192197,4.562659
12.313392,4.503416
3.380147,2.3193605
8.200158,3.9866314
4.4469447,2.9163284
13.266161,3.3236687
5.0217514,2.2940302
9.958888,2.3180692
8.668566,3.613208
2.0992174,0.08197172
15.287234,4.3702893
13.617327,2.9426584
11.9359045,4.5721717
13.016639,3.6761525
1.5819573,-0.13032502
6.1424723,1.6437572
8.162648,3.9965777
2.2164156,0.20545536
5.4621835,1.7855968
11.78929,4.505129
9.277732,2.7912197
11.785349,4.5026164
1.3175379,-0.080516525
9.689969,2.3927488
8.208713,3.9838946
15.454106,4.604258
4.5562954,2.8297584
10.445209,2.6194975
2.6994524,0.9779102
12.657046,4.1748986
13.443806,3.1068513
10.551689,2.7519739
6.311644,1.7754616
4.041272,3.0127087
11.891423,4.5573406
7.9174595,3.9766443
1.5421424,-0.12739632
8.086893,4.006285
4.857207,2.5025501
8.725433,3.543268
8.411115,3.8709295
11.908381,4.5635676
11.598263,4.3432474
7.8350406,3.936557
6.1992044,1.680641
5.9261403,1.5738153
12.725391,4.087739
14.0113735,2.808686
3.4681165,2.464974
8.355833,3.910601
5.7864356,1.5884179
4.966469,2.3648665
8.911823,3.2937865
3.4210982,2.3887289
1.022645,-0.0032577747
6.159598,1.6540961
7.81209,3.9224615
5.681889,1.6286383
10.349123,2.5180771
11.596793,4.3416996
11.6087265,4.354136
9.130026,2.9877918
8.455506,3.8346512
11.006849,3.4710882
3.2852976,2.149318
12.551636,4.2972956
4.408144,2.941603
14.631828,3.3244174
4.112459,3.024439
13.452021,3.097893
8.622514,3.6669219
14.335536,2.9772341
10.666194,2.9143305
7.161593,3.0913935
11.270845,3.9072478
3.7909973,2.869169
14.554341,3.21913
4.2076797,3.0202847
13.861151,2.8166656
14.935634,3.799752
13.163001,3.4651637
2.2803009,0.2845986
8.708439,3.5645542
8.823965,3.414432
1.9021037,-0.06060401
15.583916,4.7558956
8.43524,3.8516872
6.5539875,2.0677006
14.232302,2.896937
12.59866,4.244684
13.460836,3.088399
15.01327,3.9290097
3.922345,2.964286
12.073113,4.587138
9.621309,2.4379983
8.621939,3.6675744
10.327176,2.4975533
7.188433,3.1373644
2.6749666,0.9308536
6.3335943,1.7972041
10.076866,2.3402553
6.898926,2.6282706
6.129773,1.6365386
8.066636,4.006494
6.452974,1.9326003
9.093102,3.0390484
1.8036838,-0.10188228
11.849075,4.5387325
13.479102,3.0691342
15.949369,4.9922667
1.4381121,-0.11096011
2.1598742,0.1423151
4.4220386,2.9328997
11.951854,4.576304
5.659395,1.6403899
8.569004,3.7255907
12.989746,3.7154076
12.600294,4.242797
2.8792276,1.3371089
14.911541,3.7598534
6.930187,2.6834524
12.522303,4.3283343
10.945987,3.3675878
9.577695,2.4717476
5.538141,1.7212253
2.6590574,0.9005998
5.699093,1.6203735
5.619153,1.6640205
8.090314,4.00615
1.8715647,-0.07547332
15.436861,4.5819244
8.509431,3.7856174
12.128561,4.580015
2.3605604,0.39527333
7.846279,3.9429975
2.6455605,0.87514156
3.876165,2.9357705
12.131672,4.5793934
8.733412,3.5331693
8.341024,3.9201465
3.9184127,2.9620686
4.5147343,2.8651943
6.3744726,1.8403761
11.031336,3.5127387
7.836753,3.9375582
9.5950775,2.4578469
1.7733595,-0.11081126
1.3806843,-0.0975886
2.415199,0.47738746
5.9710364,1.5790162
6.1467395,1.6462686
3.0771797,1.7425455
6.42132,1.8939873
14.106665,2.8323085
11.750713,4.4789844
5.9856734,1.5817668
6.981028,2.773643
3.6151795,2.6768682
12.670039,4.1587543
10.905299,3.2987494
5.165839,2.1114395
2.8023243,1.1810812
8.5884,3.7048173
12.433904,4.4127893
15.167847,4.183553
3.6802092,2.7562525
7.5044055,3.619721
14.390865,3.029714
9.6484785,2.4189122
8.608582,3.6826022
3.0014608,1.5879595
1.7668197,-0.11251171
8.739076,3.5259604
13.987334,2.806247
11.667021,4.410668
1.5512272,-0.12824647
7.8588567,3.949843
10.065366,2.336594
15.565664,4.7364497
8.067979,4.0065117
13.569394,2.9824495
5.3946815,1.8505316
7.0341988,2.8680794
4.1774836,3.024023
4.737363,2.6450303
6.5771317,2.1009977
8.297762,3.9453192
11.335068,4.0050793
4.863131,2.4952266
4.585699,2.8029509
10.617218,2.8426423
5.799739,1.5850582
10.2123375,2.4073513
13.45467,3.0950263
15.029992,3.9568658
9.260669,2.813005
12.667538,4.161879
11.160906,3.73045
5.9283733,1.573959
3.9224133,2.9643242
12.224439,4.550193
9.138084,2.976686
2.0788898,0.06348164
3.5074885,2.5258138
15.852004,4.9596934
5.183762,2.0893385
9.06528,3.077989
10.548581,2.7478364
2.7225752,1.0228561
12.006144,4.5856543
2.3869267,0.4342381
2.9666436,1.5164596
5.5754642,1.6933237
6.8281364,2.5047963
1.6181198,-0.13109848
14.160468,2.855397
7.559448,3.6882412
12.857864,3.9059954
12.544566,4.304905
9.476122,2.5642025
9.892858,2.320516
2.8498125,1.2771354
10.696421,2.960063
7.312844,3.3423057
7.8851023,3.9628868
13.753844,2.8555894
15.427215,4.5692277
7.7833242,3.903023
11.128522,3.6767037
4.2439103,3.012892
15.782041,4.9221735
7.97733,3.9952722
7.4600496,3.5605555
3.2535331,2.0898123
13.029106,3.6579616
7.2905235,3.3066998
9.449625,2.5912576
13.060583,3.6121275
1.286069,-0.07141763
3.7944643,2.8722298
13.905958,2.808522
5.225788,2.0383704
4.4364243,2.9234786
7.3302073,3.3695953
9.910463,2.3188264
3.6524086,2.723459
2.2561226,0.25368887
11.142595,3.700134
8.654842,3.6295052
5.697806,1.6209699
1.2779992,-0.06904651
14.904868,3.7488344
